RunScript;Config;RunId;Output;remainingFractionKiga;remainingFractionPrimary;remainingFractionSecondary;remainingFractionHigher;ShutdownType
run.sh;config_sz92.xml;sz92;output/1.0-0.5-1.0-0.5-weak;1.0;0.5;1.0;0.5;weak
run.sh;config_sz93.xml;sz93;output/1.0-0.5-1.0-0.0-weak;1.0;0.5;1.0;0.0;weak
run.sh;config_sz94.xml;sz94;output/1.0-0.5-0.5-1.0-weak;1.0;0.5;0.5;1.0;weak
run.sh;config_sz95.xml;sz95;output/1.0-0.5-0.5-0.5-weak;1.0;0.5;0.5;0.5;weak
run.sh;config_sz96.xml;sz96;output/1.0-0.5-0.5-0.0-weak;1.0;0.5;0.5;0.0;weak
run.sh;config_sz97.xml;sz97;output/1.0-0.5-0.0-1.0-weak;1.0;0.5;0.0;1.0;weak
run.sh;config_sz98.xml;sz98;output/1.0-0.5-0.0-0.5-weak;1.0;0.5;0.0;0.5;weak
run.sh;config_sz99.xml;sz99;output/1.0-0.5-0.0-0.0-weak;1.0;0.5;0.0;0.0;weak
run.sh;config_sz100.xml;sz100;output/1.0-0.1-1.0-1.0-weak;1.0;0.1;1.0;1.0;weak
run.sh;config_sz101.xml;sz101;output/1.0-0.1-1.0-0.5-weak;1.0;0.1;1.0;0.5;weak
run.sh;config_sz102.xml;sz102;output/1.0-0.1-1.0-0.0-weak;1.0;0.1;1.0;0.0;weak
run.sh;config_sz103.xml;sz103;output/1.0-0.1-0.5-1.0-weak;1.0;0.1;0.5;1.0;weak
run.sh;config_sz104.xml;sz104;output/1.0-0.1-0.5-0.5-weak;1.0;0.1;0.5;0.5;weak
run.sh;config_sz105.xml;sz105;output/1.0-0.1-0.5-0.0-weak;1.0;0.1;0.5;0.0;weak
run.sh;config_sz106.xml;sz106;output/1.0-0.1-0.0-1.0-weak;1.0;0.1;0.0;1.0;weak
run.sh;config_sz107.xml;sz107;output/1.0-0.1-0.0-0.5-weak;1.0;0.1;0.0;0.5;weak
run.sh;config_sz108.xml;sz108;output/1.0-0.1-0.0-0.0-weak;1.0;0.1;0.0;0.0;weak
run.sh;config_sz109.xml;sz109;output/0.5-1.0-1.0-1.0-weak;0.5;1.0;1.0;1.0;weak
run.sh;config_sz110.xml;sz110;output/0.5-1.0-1.0-0.5-weak;0.5;1.0;1.0;0.5;weak
run.sh;config_sz111.xml;sz111;output/0.5-1.0-1.0-0.0-weak;0.5;1.0;1.0;0.0;weak
run.sh;config_sz112.xml;sz112;output/0.5-1.0-0.5-1.0-weak;0.5;1.0;0.5;1.0;weak
run.sh;config_sz113.xml;sz113;output/0.5-1.0-0.5-0.5-weak;0.5;1.0;0.5;0.5;weak
run.sh;config_sz114.xml;sz114;output/0.5-1.0-0.5-0.0-weak;0.5;1.0;0.5;0.0;weak
run.sh;config_sz115.xml;sz115;output/0.5-1.0-0.0-1.0-weak;0.5;1.0;0.0;1.0;weak
run.sh;config_sz116.xml;sz116;output/0.5-1.0-0.0-0.5-weak;0.5;1.0;0.0;0.5;weak
run.sh;config_sz117.xml;sz117;output/0.5-1.0-0.0-0.0-weak;0.5;1.0;0.0;0.0;weak
run.sh;config_sz118.xml;sz118;output/0.5-0.5-1.0-1.0-weak;0.5;0.5;1.0;1.0;weak
run.sh;config_sz119.xml;sz119;output/0.5-0.5-1.0-0.5-weak;0.5;0.5;1.0;0.5;weak
run.sh;config_sz120.xml;sz120;output/0.5-0.5-1.0-0.0-weak;0.5;0.5;1.0;0.0;weak
run.sh;config_sz121.xml;sz121;output/0.5-0.5-0.5-1.0-weak;0.5;0.5;0.5;1.0;weak
run.sh;config_sz122.xml;sz122;output/0.5-0.5-0.5-0.5-weak;0.5;0.5;0.5;0.5;weak
run.sh;config_sz123.xml;sz123;output/0.5-0.5-0.5-0.0-weak;0.5;0.5;0.5;0.0;weak
run.sh;config_sz124.xml;sz124;output/0.5-0.5-0.0-1.0-weak;0.5;0.5;0.0;1.0;weak
run.sh;config_sz125.xml;sz125;output/0.5-0.5-0.0-0.5-weak;0.5;0.5;0.0;0.5;weak
run.sh;config_sz126.xml;sz126;output/0.5-0.5-0.0-0.0-weak;0.5;0.5;0.0;0.0;weak
run.sh;config_sz127.xml;sz127;output/0.5-0.1-1.0-1.0-weak;0.5;0.1;1.0;1.0;weak
run.sh;config_sz128.xml;sz128;output/0.5-0.1-1.0-0.5-weak;0.5;0.1;1.0;0.5;weak
run.sh;config_sz129.xml;sz129;output/0.5-0.1-1.0-0.0-weak;0.5;0.1;1.0;0.0;weak
run.sh;config_sz130.xml;sz130;output/0.5-0.1-0.5-1.0-weak;0.5;0.1;0.5;1.0;weak
run.sh;config_sz131.xml;sz131;output/0.5-0.1-0.5-0.5-weak;0.5;0.1;0.5;0.5;weak
run.sh;config_sz132.xml;sz132;output/0.5-0.1-0.5-0.0-weak;0.5;0.1;0.5;0.0;weak
run.sh;config_sz133.xml;sz133;output/0.5-0.1-0.0-1.0-weak;0.5;0.1;0.0;1.0;weak
run.sh;config_sz134.xml;sz134;output/0.5-0.1-0.0-0.5-weak;0.5;0.1;0.0;0.5;weak
run.sh;config_sz135.xml;sz135;output/0.5-0.1-0.0-0.0-weak;0.5;0.1;0.0;0.0;weak
run.sh;config_sz136.xml;sz136;output/0.1-1.0-1.0-1.0-weak;0.1;1.0;1.0;1.0;weak
run.sh;config_sz137.xml;sz137;output/0.1-1.0-1.0-0.5-weak;0.1;1.0;1.0;0.5;weak
run.sh;config_sz138.xml;sz138;output/0.1-1.0-1.0-0.0-weak;0.1;1.0;1.0;0.0;weak
run.sh;config_sz139.xml;sz139;output/0.1-1.0-0.5-1.0-weak;0.1;1.0;0.5;1.0;weak
run.sh;config_sz140.xml;sz140;output/0.1-1.0-0.5-0.5-weak;0.1;1.0;0.5;0.5;weak
run.sh;config_sz141.xml;sz141;output/0.1-1.0-0.5-0.0-weak;0.1;1.0;0.5;0.0;weak
run.sh;config_sz142.xml;sz142;output/0.1-1.0-0.0-1.0-weak;0.1;1.0;0.0;1.0;weak
run.sh;config_sz143.xml;sz143;output/0.1-1.0-0.0-0.5-weak;0.1;1.0;0.0;0.5;weak
run.sh;config_sz144.xml;sz144;output/0.1-1.0-0.0-0.0-weak;0.1;1.0;0.0;0.0;weak
run.sh;config_sz145.xml;sz145;output/0.1-0.5-1.0-1.0-weak;0.1;0.5;1.0;1.0;weak
run.sh;config_sz146.xml;sz146;output/0.1-0.5-1.0-0.5-weak;0.1;0.5;1.0;0.5;weak
run.sh;config_sz147.xml;sz147;output/0.1-0.5-1.0-0.0-weak;0.1;0.5;1.0;0.0;weak
run.sh;config_sz148.xml;sz148;output/0.1-0.5-0.5-1.0-weak;0.1;0.5;0.5;1.0;weak
run.sh;config_sz149.xml;sz149;output/0.1-0.5-0.5-0.5-weak;0.1;0.5;0.5;0.5;weak
run.sh;config_sz150.xml;sz150;output/0.1-0.5-0.5-0.0-weak;0.1;0.5;0.5;0.0;weak
run.sh;config_sz151.xml;sz151;output/0.1-0.5-0.0-1.0-weak;0.1;0.5;0.0;1.0;weak
run.sh;config_sz152.xml;sz152;output/0.1-0.5-0.0-0.5-weak;0.1;0.5;0.0;0.5;weak
run.sh;config_sz153.xml;sz153;output/0.1-0.5-0.0-0.0-weak;0.1;0.5;0.0;0.0;weak
run.sh;config_sz154.xml;sz154;output/0.1-0.1-1.0-1.0-weak;0.1;0.1;1.0;1.0;weak
run.sh;config_sz155.xml;sz155;output/0.1-0.1-1.0-0.5-weak;0.1;0.1;1.0;0.5;weak
run.sh;config_sz156.xml;sz156;output/0.1-0.1-1.0-0.0-weak;0.1;0.1;1.0;0.0;weak
run.sh;config_sz157.xml;sz157;output/0.1-0.1-0.5-1.0-weak;0.1;0.1;0.5;1.0;weak
run.sh;config_sz158.xml;sz158;output/0.1-0.1-0.5-0.5-weak;0.1;0.1;0.5;0.5;weak
run.sh;config_sz159.xml;sz159;output/0.1-0.1-0.5-0.0-weak;0.1;0.1;0.5;0.0;weak
run.sh;config_sz160.xml;sz160;output/0.1-0.1-0.0-1.0-weak;0.1;0.1;0.0;1.0;weak
run.sh;config_sz161.xml;sz161;output/0.1-0.1-0.0-0.5-weak;0.1;0.1;0.0;0.5;weak
run.sh;config_sz162.xml;sz162;output/0.1-0.1-0.0-0.0-weak;0.1;0.1;0.0;0.0;weak
